sale_date,sale_price,bedrooms,bathrooms,living_area_sqft,lot_area_sqft,floors,waterfront,view_count,house_condition,overall_grade,above_basement_sqft,basement_sqft,house_age_years,renovation_year,zipcode,latitude,longitude,living_area_renovated_sqft,lot_area_renovated_sqft,,
9/14/2017,"329,900.00",3,1.75,1670,5209,1.5,No,None,Excellent,7,1670,0,110,0,98118,47.54,-122.27,"1,990.00","4,960.00",,
9/14/2017,"898,000.00",3,2.25,2580,11060,1,No,None,Fair,8,2580,0,54,0,98005,47.61,-122.16,"2,580.00","13,868.00",,
6/14/2017,"875,000.00",4,2.25,3720,12384,1,No,Twice,Excellent,8,1860,1860,48,0,98075,47.58,-122.07,"3,180.00","15,541.00",,
5/14/2017,"375,000.00",4,2.5,2790,7956,2,No,None,Fair,9,2790,0,13,0,98198,47.37,-122.31,"1,660.00","8,192.00",,
8/14/2017,"365,000.00",3,2.5,2190,5091,2,No,None,Fair,8,2190,0,14,0,98038,47.35,-122.04,"2,200.00","5,948.00",,
5/14/2017,"530,000.00",4,2.75,2280,2850,1.5,No,None,Good,7,1540,740,88,0,98115,47.69,-122.31,"1,680.00","3,800.00",,
3/15/2016,"225,500.00",3,1,1100,5200,1,No,None,Good,6,1100,0,49,0,98042,47.36,-122.08,920.00,"5,200.00",,
11/14/2017,"318,000.00",4,2.25,2180,7000,1,No,None,Fair,8,1680,500,49,0,98055,47.47,-122.19,"2,000.00","8,000.00",,
4/15/2016,"910,000.00",4,2.5,2770,9798,2,No,None,Good,9,2770,0,32,0,98027,47.56,-122.08,"3,040.00","11,100.00",,
10/14/2017,"207,000.00",3,1,1980,18730,1,No,None,Good,7,1280,700,75,0,98001,47.32,-122.28,"1,356.00","9,450.00",,
5/14/2017,"1,129,575.00",5,3.5,4180,17935,2,No,None,Fair,10,4180,0,14,0,98004,47.59,-122.20,"2,950.00","13,760.00",,
9/14/2017,"624,500.00",6,3,3030,31920,1,No,None,Good,8,1670,1360,38,0,98075,47.58,-122.03,"2,890.00","35,100.00",,
6/14/2017,"640,000.00",3,2.5,1690,1553,2.5,No,None,Fair,8,1690,0,11,0,98199,47.64,-122.39,"1,910.00","1,553.00",,
4/15/2016,"500,000.00",3,2,1990,65340,2,No,None,Fair,8,1990,0,32,0,98027,47.47,-121.99,"2,120.00","59,241.00",,
3/15/2016,"390,000.00",5,1.75,2250,8970,1,No,None,Good,7,1500,750,52,0,98034,47.72,-122.19,"1,940.00","8,710.00",,
7/14/2017,"284,000.00",3,2.25,2080,2050,1.5,No,None,Fair,7,1550,530,15,0,98042,47.42,-122.16,"2,080.00","2,275.00",,
6/14/2017,"620,000.00",3,2,2460,41343,1,No,None,Good,8,2460,0,30,0,98027,47.51,-122.02,"2,500.00","53,885.00",,
3/15/2016,"306,000.00",3,2.5,2588,5702,2,No,None,Fair,8,2588,0,10,0,98042,47.35,-122.15,"2,403.00","5,703.00",,
9/14/2017,"495,000.00",4,1.75,2570,12039,1,No,None,Fair,8,1910,660,40,0,98074,47.63,-122.05,"2,200.00","12,384.00",,
6/14/2017,"499,950.00",3,2.5,2370,12753,2,No,None,Fair,7,2370,0,17,0,98019,47.74,-121.98,"2,280.00","16,808.00",,
11/14/2017,"330,000.00",3,1,1070,10563,1,No,None,Fair,7,1070,0,49,0,98072,47.77,-122.17,"1,840.00","9,638.00",,
5/14/2017,"665,000.00",3,2,1940,5820,1.5,No,None,Excellent,7,1150,790,74,0,98107,47.66,-122.36,990.00,"3,880.00",,
6/14/2017,"850,000.00",3,2.5,2650,2387,2,No,None,Fair,8,1830,820,98,0,98119,47.63,-122.36,"1,870.00","2,216.00",,
9/14/2017,"599,950.00",4,2.5,2290,6318,2,No,None,Good,8,2290,0,30,0,98029,47.57,-122.02,"2,150.00","7,350.00",,
10/14/2017,"360,000.00",4,2.5,2050,9143,2,No,None,Fair,8,2050,0,26,0,98166,47.46,-122.36,"1,510.00","9,484.00",,
8/14/2017,"699,000.00",3,2.5,2680,5497,2,No,None,Fair,9,2680,0,17,0,98052,47.70,-122.13,"2,780.00","5,497.00",,
3/15/2016,"475,000.00",3,1.75,1520,8100,1,No,None,Excellent,6,760,760,73,0,98117,47.70,-122.38,"1,040.00","8,100.00",,
12/14/2017,"575,000.00",3,2,2690,435600,2,No,None,Fair,8,2690,0,26,0,98070,47.35,-122.52,"1,700.00","163,350.00",,
5/14/2017,"345,000.00",2,1.5,1180,844,2,No,None,Fair,7,990,190,13,0,98144,47.60,-122.30,"1,170.00","1,400.00",,
4/15/2016,"367,950.00",4,2.5,3030,9500,2,No,None,Fair,8,3030,0,29,0,98001,47.35,-122.29,"2,650.00","9,500.00",,
6/14/2017,"374,500.00",3,2.25,1400,11400,2,No,None,Fair,8,1400,0,34,0,98028,47.74,-122.23,"2,180.00","9,248.00",,
8/14/2017,"607,500.00",4,2.5,3000,8100,2,No,None,Fair,8,3000,0,26,0,98125,47.72,-122.31,"1,550.00","8,100.00",,
5/14/2017,"374,000.00",3,1,1200,9800,1,No,None,Good,7,1200,0,47,0,98072,47.74,-122.11,"1,220.00","10,220.00",,
9/14/2017,"390,000.00",3,1,1000,6947,1,No,None,Fair,7,1000,0,71,0,98125,47.71,-122.32,"1,000.00","6,947.00",,
4/15/2016,"705,000.00",4,3.25,2740,5339,2.5,No,None,Fair,9,2740,0,14,0,98103,47.67,-122.36,"1,770.00","4,820.00",,
10/14/2017,"467,000.00",3,2.5,1990,4978,2,No,None,Fair,8,1990,0,14,0,98065,47.53,-121.86,"2,650.00","6,816.00",,
8/14/2017,"243,500.00",3,3,2110,7794,1,No,None,Fair,6,2110,0,37,0,98198,47.40,-122.29,"1,330.00","10,044.00",,
7/14/2017,"593,000.00",3,2.75,1830,1850,2,No,None,Fair,10,1690,140,7,0,98027,47.53,-122.07,"2,310.00","2,680.00",,
11/14/2017,"223,000.00",3,1,940,7980,1,No,None,Fair,6,940,0,57,0,98146,47.51,-122.35,"1,050.00","7,980.00",,
4/15/2016,"574,000.00",4,2.5,2980,10179,2,No,Twice,Fair,9,2980,0,15,0,98038,47.39,-122.03,"2,980.00","8,828.00",,
6/14/2017,"400,000.00",3,2,2260,11305,1,No,None,Fair,7,1130,1130,32,0,98055,47.45,-122.20,"2,080.00","10,248.00",,
11/14/2017,"772,000.00",4,2.75,3470,70131,1,No,None,Good,8,1750,1720,56,0,98005,47.63,-122.18,"2,950.00","43,560.00",,
5/15/2016,"593,777.00",3,1.75,1510,10450,1,No,None,Good,7,1510,0,54,0,98052,47.68,-122.11,"1,310.00","9,450.00",,
12/14/2017,"539,500.00",4,3.5,2710,5722,2,No,None,Good,8,2040,670,21,0,98108,47.56,-122.30,"2,500.00","5,722.00",,
4/15/2016,"550,000.00",3,2.5,2080,2625,2,No,None,Fair,8,2080,0,12,0,98029,47.55,-122.00,"1,760.00","2,772.00",,
6/14/2017,"265,000.00",2,2,1860,10856,1,No,None,Fair,8,1260,600,66,0,98178,47.50,-122.27,"1,250.00","10,008.00",,
10/14/2017,"428,000.00",3,1.75,2120,9350,1,No,None,Fair,7,1280,840,39,0,98072,47.76,-122.15,"2,200.00","9,000.00",,
4/15/2016,"505,000.00",3,2,1110,8375,1,No,None,Excellent,7,1110,0,67,0,98115,47.70,-122.30,"1,410.00","7,734.00",,
7/14/2017,"925,000.00",5,5.5,5190,12637,2,No,Twice,Fair,10,5190,0,17,0,98065,47.54,-121.87,"3,840.00","12,637.00",,
1/15/2016,"230,000.00",3,1.75,1520,15344,1,No,None,Fair,8,1520,0,50,0,98023,47.33,-122.37,"2,270.00","14,981.00",,
8/14/2017,"695,000.00",4,2.5,2650,9990,2,No,None,Fair,10,2650,0,28,0,98029,47.56,-122.02,"2,710.00","8,012.00",,
4/15/2016,"700,000.00",4,2.75,3350,7857,2,No,Twice,Fair,9,3350,0,14,0,98065,47.54,-121.86,"3,870.00","7,886.00",,
4/15/2016,"712,500.00",3,1.75,1770,2800,1.5,No,None,Fair,7,1770,0,104,0,98103,47.66,-122.36,"1,630.00","3,254.00",,
4/15/2016,"480,000.00",3,2.5,2200,4692,2,No,None,Fair,8,2200,0,13,0,98011,47.78,-122.17,"2,440.00","3,833.00",,
9/14/2017,"470,000.00",3,2.5,2000,8424,1,No,None,Good,7,1300,700,50,0,98034,47.71,-122.20,"2,110.00","8,400.00",,
7/14/2017,"335,000.00",3,1.75,1730,15003,1,No,None,Fair,7,1150,580,38,0,98014,47.69,-121.92,"1,900.00","15,483.00",,
4/15/2016,"270,000.00",3,1.5,1300,7907,1,No,None,Fair,7,900,400,48,0,98030,47.37,-122.22,"1,630.00","7,600.00",,
3/15/2016,"810,000.00",5,3.25,2950,67475,1,No,None,Fair,8,2530,420,37,2004,98072,47.72,-122.12,"2,620.00","39,820.00",,
8/14/2017,"589,000.00",3,3,1720,954,3,No,None,Fair,8,1460,260,12,0,98119,47.65,-122.36,"1,720.00","1,294.00",,
14 September 2017,415000,2,1,880,,1,No,None,Fair,7,880,0,67,0,98115,47.6803,-122.287,1370,5243,,
3/15/2016,"197,000.00",4,2.25,1790,13200,1,No,None,Fair,7,1220,570,39,0,98058,47.47,-122.19,"1,740.00","8,950.00",,
8/14/2017,"235,500.00",3,1.5,1380,7600,1,No,None,Good,7,790,590,47,0,98003,47.35,-122.31,"1,570.00","7,904.00",,
4/15/2016,"460,000.00",3,2.25,1530,1840,2,No,None,Fair,8,1240,290,10,0,98144,47.59,-122.30,"1,800.00","3,431.00",,
10/14/2017,"572,500.00",5,1.75,2330,4947,1,No,None,Good,8,1380,950,63,0,98136,47.54,-122.39,"2,120.00","5,605.00",,
9/14/2017,"302,000.00",5,2,1540,9629,1,No,None,Good,7,1540,0,58,0,98059,47.49,-122.14,"2,260.00","9,600.00",,
8/14/2017,"870,000.00",3,2.5,3210,8630,2,No,None,Good,10,2530,680,28,0,98033,47.69,-122.19,"2,630.00","8,630.00",,
10/14/2017,"485,000.00",3,1,1130,5758,1,No,None,Fair,7,960,170,79,0,98199,47.64,-122.40,"1,510.00","6,000.00",,
2/15/2016,"240,000.00",3,2,1460,7526,1,No,None,Fair,7,1460,0,50,0,98003,47.35,-122.30,"1,580.00","7,526.00",,
10/14/2017,"383,000.00",3,1.75,1410,7215,1,No,None,Fair,7,1410,0,51,0,98034,47.73,-122.19,"1,550.00","7,600.00",,
6/14/2017,"750,000.00",4,2.75,1750,5080,1.5,No,None,Fair,8,1750,0,115,0,98122,47.61,-122.31,"1,700.00","4,572.00",,
6/14/2017,"409,950.00",2,1.75,1370,5125,1,No,None,Excellent,6,1370,0,74,0,98103,47.69,-122.35,"1,200.00","5,100.00",,
5/14/2017,"246,000.00",3,1.5,1780,23819,1,No,None,Fair,7,1780,0,65,0,98168,47.49,-122.31,"1,130.00","14,450.00",,
4/15/2016,"860,000.00",4,1.75,1890,4500,2,No,None,Excellent,7,1490,400,81,0,98115,47.68,-122.29,"1,890.00","5,000.00",,
5/14/2017,"339,950.00",3,2.25,1630,12295,2,No,None,Good,7,1630,0,33,0,98058,47.43,-122.16,"1,730.00","9,948.00",,
5/14/2017,"315,000.00",5,1.75,2320,8100,1,No,None,Good,7,1160,1160,62,0,98166,47.46,-122.34,"1,410.00","7,271.00",,
8/14/2017,"698,000.00",3,2.5,2580,4636,2,No,None,Fair,9,2580,0,12,0,98074,47.62,-122.03,"2,480.00","4,500.00",,
8/14/2017,"419,000.00",2,2.5,1470,2034,2,No,None,Good,8,1470,0,33,0,98007,47.62,-122.15,"1,510.00","2,055.00",,
1/15/2016,"372,000.00",3,1,2298,10140,1,No,None,Fair,7,2298,0,49,0,98052,47.69,-122.08,"2,580.00","24,724.00",,
9/14/2017,"425,000.00",3,2.5,1960,4709,2,No,None,Fair,7,1960,0,15,0,98065,47.53,-121.87,"1,700.00","4,444.00",,
7/14/2017,"386,500.00",3,2.25,2950,8036,1.5,No,None,Fair,8,1950,1000,55,0,98125,47.72,-122.31,"2,060.00","7,200.00",,
11/14/2017,"348,000.00",2,1,670,7312,1,No,None,Fair,5,670,0,76,0,98125,47.71,-122.29,860.00,"8,242.00",,
4/15/2016,"754,000.00",5,3.5,3020,15305,2,No,None,Fair,10,2230,790,40,0,98040,47.56,-122.22,"3,680.00","14,486.00",,
12/14/2017,"269,950.00",4,3,2390,7309,2,No,None,Good,7,2390,0,74,1981,98002,47.29,-122.22,930.00,"7,308.00",,
12/14/2017,"891,500.00",3,2.5,3090,20785,2,No,None,Good,10,3090,0,27,0,98075,47.56,-122.03,"3,400.00","7,566.00",,
10/14/2017,"349,950.00",4,1.75,1780,5000,1,No,None,Excellent,7,890,890,115,0,98108,47.53,-122.29,"1,860.00","5,000.00",,
5/14/2017,"360,000.00",2,1,1420,81892,1,No,None,Fair,7,1180,240,62,0,98055,47.43,-122.20,"1,490.00","1,863.00",,
12/14/2017,"975,000.00",4,2.25,2420,15482,2,No,None,Good,8,2420,0,93,1997,98004,47.59,-122.20,"2,870.00","13,905.00",,
5/14/2017,"449,250.00",4,2,1480,3844,1.5,No,None,Excellent,7,1480,0,90,0,98133,47.70,-122.35,"1,480.00","3,844.00",,
12/14/2017,"350,000.00",4,2.25,2190,3850,2,No,None,Fair,7,2190,0,12,0,98059,47.49,-122.16,"1,900.00","3,850.00",,
4/15/2016,"790,000.00",4,1.75,1820,6137,1.5,No,Thrice,Good,7,1690,130,107,0,98107,47.67,-122.36,"2,130.00","5,100.00",,
9/14/2017,"990,000.00",3,1.75,1810,24586,1,No,Four,Good,9,930,880,35,0,98040,47.53,-122.22,"3,540.00","14,200.00",,
12/14/2017,"834,000.00",3,2.25,2550,4089,2,No,None,Fair,9,2550,0,35,0,98112,47.63,-122.30,"1,680.00","4,089.00",,
8/14/2017,"466,950.00",3,1,1360,3880,1,No,None,Fair,7,1060,300,55,0,98117,47.68,-122.39,"1,110.00","3,880.00",,
7/14/2017,"262,500.00",3,1.75,2259,26831,1.5,No,Thrice,Excellent,7,1491,768,110,0,98001,47.27,-122.27,"1,980.00","15,794.00",,
5/14/2017,"762,300.00",4,2.5,3880,14550,2,No,None,Fair,10,3880,0,31,0,98074,47.64,-122.04,"3,240.00","14,045.00",,
1/15/2016,"733,000.00",6,2.75,2730,5000,1,No,None,Fair,8,1780,950,56,0,98107,47.68,-122.38,"2,090.00","5,000.00",,
4/15/2016,"439,000.00",4,2.5,2800,17279,1,No,Twice,Fair,7,1560,1240,61,0,98028,47.76,-122.27,"3,060.00","13,423.00",,
11/14/2017,"1,129,575.00",5,3.25,4290,7019,2.5,No,None,Good,10,3590,700,91,0,98112,47.64,-122.30,"1,920.00","4,000.00",,
10/14/2017,"420,000.00",3,2.5,1770,3993,2,No,None,Fair,8,1770,0,19,0,98074,47.60,-122.02,"1,820.00","4,046.00",,
7/14/2017,"549,000.00",3,2.25,1920,10961,2,No,None,Fair,8,1920,0,37,0,98074,47.64,-122.06,"2,000.00","10,706.00",,
8/14/2017,"518,000.00",4,2.5,2320,4000,1.5,No,None,Excellent,8,1510,810,113,0,98122,47.60,-122.30,"1,490.00","4,500.00",,
6/14/2017,"695,000.00",4,2.5,2961,12146,2,No,None,Fair,9,2961,0,20,0,98075,47.58,-122.05,"2,620.00","17,749.00",,
1/15/2016,"485,000.00",3,2.5,1680,7385,2,No,None,Fair,8,1680,0,30,0,98074,47.62,-122.04,"1,970.00","7,470.00",,
6/14/2017,"280,000.00",3,1.75,1590,27200,1.5,No,None,Good,6,1590,0,92,0,98038,47.42,-122.05,"1,820.00","74,052.00",,
5/15/2016,"306,500.00",2,1,1420,16400,1.5,No,None,Good,6,1420,0,75,0,98023,47.32,-122.34,"1,900.00","16,400.00",,
3/15/2016,"720,000.00",2,1,1370,9460,1,No,None,Fair,6,1370,0,68,0,98004,47.62,-122.19,"1,690.00","9,930.00",,
11/14/2017,"277,500.00",3,2.5,2620,4558,2,No,Thrice,Fair,7,2620,0,8,0,98022,47.19,-121.97,"1,670.00","4,558.00",,
9/14/2017,"649,000.00",3,2,1810,17006,2,Yes,Four,Fair,8,1810,0,105,1987,98166,47.47,-122.37,"2,180.00","24,911.00",,
3/15/2016,"1,129,575.00",4,3.5,4730,47870,1,Yes,Four,Fair,10,2940,1790,64,0,98033,47.70,-122.22,"3,250.00","49,346.00",,
5/14/2017,"267,800.00",2,1,700,6000,1,No,None,Good,6,700,0,69,0,98155,47.75,-122.32,920.00,"6,000.00",,
3/15/2016,"625,000.00",4,2.75,2390,6979,2,No,None,Fair,8,2390,0,25,0,98029,47.57,-122.00,"2,090.00","6,321.00",,
9/14/2017,"600,000.00",4,2.5,2070,8127,1.5,No,None,Fair,9,1590,480,94,2003,98125,47.73,-122.29,"2,050.00","8,131.00",,
10/14/2017,"395,000.00",4,2,1780,8149,1.5,No,None,Good,7,1780,0,70,0,98155,47.75,-122.30,"1,180.00","8,149.00",,
4/15/2016,"212,000.00",4,2.5,1900,21780,1.5,No,None,Fair,7,1900,0,78,1987,98198,47.38,-122.31,"1,240.00","9,166.00",,
12/14/2017,"425,000.00",2,1,1040,4040,1,No,None,Fair,7,940,100,90,0,98117,47.68,-122.39,"1,420.00","4,040.00",,
5/15/2016,"870,000.00",4,1.75,2370,5000,1.5,No,Twice,Fair,8,1770,600,99,0,98103,47.68,-122.36,"2,100.00","4,550.00",,
3/15/2016,"420,000.00",3,2.5,1970,3667,2,No,None,Fair,7,1970,0,14,0,98065,47.53,-121.85,"1,970.00","3,739.00",,
4/15/2016,"800,000.00",4,2.25,2120,9921,2,No,None,Fair,8,2120,0,37,0,98027,47.56,-122.08,"1,890.00","7,845.00",,
5/15/2016,"575,000.00",3,2.5,1960,9535,2,No,None,Fair,8,1960,0,29,0,98011,47.74,-122.22,"2,520.00","9,206.00",,
6/14/2017,"915,000.00",3,3.25,2660,4000,2,No,None,Fair,9,2170,490,15,0,98122,47.62,-122.29,"2,660.00","4,000.00",,
9/14/2017,"400,000.00",3,2.25,1180,14258,2,No,None,Fair,7,1180,0,31,0,98034,47.71,-122.24,"1,860.00","10,390.00",,
5/14/2017,"750,000.00",3,2.5,2390,6550,1,No,Twice,Good,8,1440,950,63,0,98116,47.57,-122.41,"2,010.00","6,550.00",,
11/14/2017,"235,000.00",3,1,1250,7592,1,No,None,Excellent,7,1250,0,57,0,98042,47.36,-122.11,"1,250.00","7,592.00",,
11/14/2017,"599,950.00",5,3,2600,13674,1,No,None,Excellent,8,1300,1300,51,0,98125,47.72,-122.30,"2,150.00","7,800.00",,
3/15/2016,"481,203.00",2,1,940,3800,1,No,None,Fair,7,940,0,89,0,98115,47.68,-122.29,"1,680.00","3,800.00",,
6/14/2017,"1,129,575.00",5,3,3880,13000,2,No,None,Fair,10,3880,0,46,2003,98040,47.55,-122.23,"3,470.00","13,701.00",,
7/14/2017,"379,000.00",3,2.5,1530,2913,2,No,None,Good,7,1530,0,32,0,98033,47.69,-122.18,"1,370.00","3,783.00",,
6/14/2017,"626,000.00",3,1.75,2430,5000,2,No,None,Good,7,1760,670,73,0,98117,47.68,-122.37,"1,320.00","4,062.00",,
5/14/2017,"535,000.00",2,1,1030,4841,1,No,None,Fair,7,920,110,79,0,98103,47.69,-122.34,"1,530.00","4,944.00",,
6/14/2017,"1,129,575.00",4,2.5,2740,16007,2,No,None,Fair,9,2740,0,34,0,98039,47.64,-122.23,"2,760.00","16,008.00",,
7/14/2017,"410,000.00",2,1.5,1180,1034,2,No,None,Fair,7,1120,60,17,0,98115,47.68,-122.32,"1,137.00","1,034.00",,
2/15/2016,"940,000.00",4,2.5,3090,9238,1,No,Thrice,Good,8,1680,1410,51,0,98006,47.57,-122.16,"2,690.00","8,500.00",,
7/14/2017,"326,250.00",3,1,1060,9663,1,No,None,Fair,7,1060,0,51,0,98034,47.72,-122.23,"1,320.00","10,162.00",,
9/14/2017,"200,000.00",2,1,790,5985,1,No,None,Fair,6,790,0,74,0,98178,47.49,-122.24,"1,030.00","5,985.00",,
8/14/2017,"880,000.00",4,2.5,3070,8250,1,No,None,Excellent,8,2100,970,60,0,98005,47.59,-122.17,"2,270.00","8,800.00",,
11/14/2017,"370,000.00",2,2,2100,58488,2,No,None,Fair,9,2100,0,13,0,98014,47.72,-121.40,"1,440.00","59,346.00",,
8/14/2017,"190,000.00",2,2.5,1100,1737,2,No,None,Fair,8,1100,0,12,0,98055,47.45,-122.19,"1,610.00","2,563.00",,
1/15/2016,"160,000.00",2,1,1070,4200,1,No,None,Good,6,1070,0,35,0,98002,47.33,-122.22,"1,150.00","4,200.00",,
8/14/2017,"625,000.00",4,3,2190,12825,1,No,None,Fair,9,1520,670,29,0,98034,47.71,-122.23,"3,050.00","4,673.00",,
5/15/2016,"590,000.00",4,3.5,3450,6873,2,No,None,Fair,10,2750,700,14,0,98058,47.46,-122.12,"3,450.00","6,873.00",,
8/14/2017,"575,000.00",3,2.5,2070,3599,2,No,None,Fair,8,2070,0,19,0,98033,47.67,-122.17,"2,070.00","6,844.00",,
10/14/2017,"470,000.00",2,1,1190,5200,1,No,None,Excellent,7,1190,0,106,0,98103,47.69,-122.35,"1,550.00","5,100.00",,
3/15/2016,"130,000.00",2,1,600,1500,1,No,None,Good,4,600,0,118,0,98027,47.53,-122.03,"1,130.00","6,000.00",,
4/15/2016,"229,000.00",3,1,940,8400,1,No,None,Fair,7,940,0,60,0,98056,47.51,-122.17,"1,190.00","8,400.00",,
8/14/2017,"279,900.00",3,1,1280,12928,1.5,No,None,Fair,6,1280,0,76,0,98023,47.32,-122.40,"1,610.00","19,467.00",,
5/14/2017,"307,000.00",3,1,1370,7500,1,No,None,Fair,7,1370,0,58,0,98014,47.65,-121.92,"1,160.00","7,500.00",,
10/14/2017,"399,950.00",3,1.75,2450,15001,1,No,None,Fair,7,1980,470,29,0,98014,47.70,-121.91,"1,790.00","15,323.00",,
8/14/2017,"405,000.00",4,2.25,1970,15743,1,No,None,Fair,7,1370,600,56,0,98011,47.77,-122.20,"2,390.00","11,336.00",,
10/14/2017,"539,950.00",4,2.75,2910,9000,1,No,None,Good,8,2130,780,52,0,98006,47.54,-122.18,"1,970.00","9,000.00",,
11/14/2017,"129,000.00",2,1,760,5240,1,No,None,Fair,6,760,0,69,0,98032,47.39,-122.23,980.00,"5,080.00",,
9/14/2017,"340,000.00",3,1.75,1270,8422,1,No,None,Fair,7,1270,0,51,0,98011,47.76,-122.20,"1,470.00","8,500.00",,
6/14/2017,"214,950.00",3,1.75,1570,4875,1,No,None,Good,7,1310,260,41,0,98042,47.36,-122.09,"1,380.00","5,200.00",,
6/14/2017,"450,000.00",4,2.75,2310,5650,1,No,Twice,Fair,8,1330,980,66,2012,98118,47.51,-122.25,"2,300.00","5,650.00",,
3/15/2016,"515,000.00",3,1.75,1900,5000,1,No,None,Good,7,950,950,93,0,98106,47.57,-122.36,"1,420.00","5,000.00",,
8/14/2017,"1,129,575.00",4,2.25,3780,5160,2,No,None,Good,9,2510,1270,111,0,98112,47.63,-122.31,"2,740.00","5,160.00",,
6/14/2017,"230,000.00",3,1,1060,9946,1,No,None,Good,7,1060,0,62,0,98188,47.44,-122.28,"1,310.00","10,619.00",,
7/14/2017,"681,000.00",3,1.75,1880,10032,1,No,None,Good,8,1880,0,34,0,98006,47.55,-122.16,"2,430.00","9,732.00",,
9/14/2017,"255,000.00",3,1,1160,8636,1,No,None,Fair,6,1160,0,95,0,98146,47.51,-122.36,"1,300.00","8,636.00",,
3/15/2016,"580,000.00",2,1,860,4013,1,No,None,Fair,7,860,0,93,0,98103,47.67,-122.34,"1,490.00","4,013.00",,
3/15/2016,"295,000.00",2,2,1590,8000,1,No,None,Fair,7,910,680,34,0,98055,47.46,-122.21,"1,590.00","8,364.00",,
7/14/2017,"286,000.00",2,1,1170,6543,1,No,None,Fair,7,1170,0,105,0,98136,47.54,-122.39,"1,550.00","7,225.00",,
1/15/2016,"425,000.00",3,1.5,1190,8100,1,No,None,Fair,7,830,360,71,0,98125,47.71,-122.31,"1,256.00","8,100.00",,
12/14/2017,"170,000.00",2,1,1300,11400,1,No,None,Fair,7,1300,0,57,0,98003,47.35,-122.30,"1,360.00","9,750.00",,
5/14/2017,"380,000.00",3,2,1660,8281,1,No,None,Fair,7,1660,0,69,0,98136,47.56,-122.38,"1,660.00","7,559.00",,
5/15/2016,"506,000.00",3,2,1160,6120,1,No,None,Fair,7,1160,0,71,0,98115,47.69,-122.29,"1,150.00","5,100.00",,
9/14/2017,"315,000.00",3,2.5,1950,9618,2,No,None,Fair,7,1950,0,26,0,98031,47.41,-122.18,"1,890.00","7,133.00",,
6/14/2017,"449,950.00",4,2.5,2470,3811,2,No,None,Fair,8,2470,0,19,0,98065,47.54,-121.88,"2,400.00","4,266.00",,
3/15/2016,"255,000.00",3,1,1430,12420,1,No,None,Fair,7,1430,0,54,0,98056,47.51,-122.19,"1,900.00","10,350.00",,
6/14/2017,"289,000.00",3,2.5,1970,9607,2,No,None,Fair,7,1090,880,30,0,98001,47.35,-122.29,"2,020.00","9,608.00",,
8/14/2017,"389,000.00",3,1.75,1400,10018,1,No,None,Good,7,1400,0,56,0,98027,47.53,-122.03,"1,350.00","9,300.00",,
7/14/2017,"327,000.00",3,1.5,1510,344124,1,No,Twice,Good,7,1510,0,54,0,98022,47.22,-122.03,"1,750.00","169,884.00",,
9/14/2017,"1,129,575.00",7,3,5350,14400,2.5,No,None,Good,10,5020,330,108,0,98112,47.63,-122.29,"3,050.00","7,469.00",,
7/14/2017,"210,000.00",3,1,920,6612,1,No,None,Fair,6,920,0,70,0,98118,47.55,-122.28,"1,860.00","8,424.00",,
11/14/2017,"1,129,575.00",4,3.75,7620,29536,2,No,Thrice,Fair,10,5980,1640,13,0,98006,47.56,-122.14,"2,840.00","20,809.00",,
12/14/2017,"360,000.00",4,2.5,2490,4751,2,No,None,Fair,7,2490,0,17,0,98056,47.48,-122.19,"2,510.00","5,233.00",,
4/15/2016,"875,000.00",4,2.5,3030,16000,2,No,None,Fair,10,3030,0,28,0,98077,47.71,-122.08,"3,670.00","16,641.00",,
11/14/2017,"550,000.00",4,2.25,1650,7200,1,No,None,Fair,8,1650,0,51,0,98008,47.64,-122.12,"2,180.00","7,950.00",,
7/14/2017,"257,500.00",3,1.5,1210,12500,1,No,None,Fair,7,1210,0,56,0,98146,47.50,-122.35,"1,210.00","12,500.00",,
12/14/2017,"1,080,000.00",4,2.75,2990,7389,1.5,No,None,Good,8,2090,900,95,0,98144,47.57,-122.28,"2,510.00","6,157.00",,
10/14/2017,"202,950.00",2,1,1060,5144,1,No,None,Excellent,6,1060,0,49,0,98042,47.36,-122.09,"1,130.00","5,200.00",,
10/14/2017,"622,000.00",4,1.75,2680,6120,1,No,None,Excellent,8,1340,1340,59,0,98117,47.70,-122.39,"2,320.00","6,840.00",,
2/15/2016,"455,000.00",4,1.75,1790,45738,1,No,None,Fair,8,1410,380,42,0,98072,47.75,-122.13,"1,870.00","47,480.00",,
11/14/2017,"805,000.00",3,2.5,2690,17461,2,No,Thrice,Fair,10,2690,0,21,0,98074,47.65,-122.09,"3,610.00","16,887.00",,
9/14/2017,"257,000.00",2,1,770,9497,1,No,None,Fair,6,770,0,68,0,98133,47.74,-122.35,"1,550.00","7,532.00",,
6/14/2017,"744,500.00",5,2.5,2700,16570,1,No,None,Good,8,1750,950,51,0,98005,47.61,-122.17,"2,570.00","11,840.00",,
4/15/2016,"885,000.00",4,2.5,2620,9157,2,No,None,Fair,8,2620,0,22,0,98033,47.69,-122.20,"2,240.00","7,405.00",,
6/14/2017,"355,000.00",2,2.25,930,747,2,No,None,Fair,8,630,300,11,0,98144,47.58,-122.32,940.00,"6,000.00",,
8/14/2017,"240,000.00",3,1,1340,7000,1,No,None,Good,7,1340,0,40,0,98042,47.37,-122.15,"1,850.00","7,904.00",,
